path,categories,uz,total_hits,ext
dataset3/obsh_ino.pdf,{},нет признаков,0,pdf
dataset3/Prikaz 183-ОД.pdf,{},нет признаков,0,pdf
dataset3/rp23-11-2006-N1616-p.pdf,"{""обычные"": 5}",УЗ-3,5,pdf
dataset3/Letter_Pension_Fund_of_RF_on_RO.pdf,{},нет признаков,0,pdf
dataset3/polozhenie_ob_institute_nauk_o_zemle.pdf,{},нет признаков,0,pdf
dataset3/BX771.pdf,{},нет признаков,0,pdf
dataset3/prikaz-152.pdf,{},нет признаков,0,pdf
dataset3/%D0%9F%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%20%D0%BE%20%D0%B2%D0%BE%D0%B7%D0%BE%D0%B1%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B8%20%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%8B%20%D0%94%D0%A1%20%D0%94%20999.154.03.pdf,{},нет признаков,0,pdf
dataset3/П239-ОД 07.04.04.pdf,{},нет признаков,0,pdf
dataset3/коммерческое%20предложение.pdf,"{""обычные"": 3}",УЗ-4,3,pdf
dataset3/osn_russ_lit.pdf,{},нет признаков,0,pdf
dataset3/P658-OD-standing_order_about_ICTIS.pdf,{},нет признаков,0,pdf
dataset3/kol_vo_m_ino_dop.pdf,"{""обычные"": 2}",УЗ-4,2,pdf
dataset3/Planes_Aula_Hispánica_2016_rus_osen.doc,{},нет признаков,0,doc
dataset3/142_152_Gorgorova.pdf,"{""обычные"": 7, ""специальные"": 1}",УЗ-1,8,pdf
dataset3/agreement.pdf,{},нет признаков,0,pdf
dataset3/П63-ОД.pdf,{},нет признаков,0,pdf
dataset3/Media-Kit_KG_2020.pdf,"{""обычные"": 77, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,79,pdf
dataset3/%D0%9F%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%20%D0%BE%D0%B1%20%D1%83%D1%82%D0%B2%D0%B5%D1%80%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B8%20%D0%BD%D0%BE%D0%BC%D0%B5%D0%BD%D0%BA%D0%BB%D0%B0%D1%82%D1%83%D1%80%D1%8B.pdf,{},нет признаков,0,pdf
dataset3/mat_mod.pdf,"{""обычные"": 6, ""государственные"": 2, ""специальные"": 1}",УЗ-1,9,pdf
dataset3/44.04.01_177.pdf,"{""обычные"": 3}",УЗ-4,3,pdf
dataset3/123456789.pdf,{},нет признаков,0,pdf
dataset3/патентов и ПЭВМ - ЮФУ.pdf,"{""обычные"": 7, ""государственные"": 70, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,79,pdf
dataset3/f985xk95uk352rnl7d2guv812ndifv14.pdf,"{""обычные"": 6, ""специальные"": 1}",УЗ-1,7,pdf
dataset3/П166-ОД 40.04.01_0.pdf,{},нет признаков,0,pdf
dataset3/44.03.01_ОС_ПО_compressed.pdf,{},нет признаков,0,pdf
dataset3/11.04.03_Конструирование и технология электронных средств_П210-ОД_ПИШ.pdf,{},нет признаков,0,pdf
dataset3/pfhd_2025_01.pdf,"{""обычные"": 6, ""государственные"": 1, ""специальные"": 1}",УЗ-1,8,pdf
dataset3/П220-ОД 07.04.03.pdf,{},нет признаков,0,pdf
dataset3/5.2.3.pdf,"{""обычные"": 8, ""специальные"": 1}",УЗ-1,9,pdf
dataset3/Spanish%20course%20A.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/2_IntelligentComputerTechnology.pdf,{},нет признаков,0,pdf
dataset3/44.04.01_inkl.pdf,"{""обычные"": 6}",УЗ-3,6,pdf
dataset3/%D0%90%D0%9D%D0%9A%D0%95%D0%A2%D0%90-%D1%81%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F-%D0%BE-%D0%B2%D0%BE%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%BC-%D1%83%D1%87%D0%B5%D1%82%D0%B5.docx,{},нет признаков,0,docx
dataset3/literatura.pdf,{},нет признаков,0,pdf
dataset3/П231-ОД_Академический отпуск_04.07.2025.pdf,{},нет признаков,0,pdf
dataset3/ujj532ypug9ufeambtzkzh6kfdqoa6yp.pdf,"{""обычные"": 3}",УЗ-4,3,pdf
dataset3/Свидетельство ПОА 03.04.03.pdf,{},нет признаков,0,pdf
dataset3/П140-ОД_Изменения ОПК_28.03.2025.pdf,{},нет признаков,0,pdf
dataset3/П1363 49.03.01 Физическая культура.pdf,{},нет признаков,0,pdf
dataset3/П-606_18_04_2019.pdf,{},нет признаков,0,pdf
dataset3/Svedeniya o dohodah.xls,"{""обычные"": 3, ""специальные"": 1}",УЗ-1,4,xls
dataset3/030402_M_3_22082020.pdf,{},нет признаков,0,pdf
dataset3/%D0%9F184-%D0%9E%D0%94%2044.04.04.pdf,{},нет признаков,0,pdf
dataset3/p294-od-2016.pdf,{},нет признаков,0,pdf
dataset3/%D0%9F%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%201.pdf,"{""государственные"": 1}",УЗ-3,1,pdf
dataset3/P285-OD_24_10_2017_0.pdf,{},нет признаков,0,pdf
dataset3/izveshenie_013.pdf,"{""обычные"": 2}",УЗ-4,2,pdf
dataset3/sved_o_d_f_j_2014.xls,"{""обычные"": 6}",УЗ-3,6,xls
dataset3/110303_B_3_17102017.pdf,{},нет признаков,0,pdf
dataset3/020402_M_11012018.pdf,{},нет признаков,0,pdf
dataset3/russ_slov.pdf,{},нет признаков,0,pdf
dataset3/П1117_16.05.2025.pdf,{},нет признаков,0,pdf
dataset3/110304_B_3_12102017.pdf,{},нет признаков,0,pdf
dataset3/43.04.03.pdf,{},нет признаков,0,pdf
dataset3/sved_o_d_m_2015.xls,"{""обычные"": 4, ""специальные"": 1}",УЗ-1,5,xls
dataset3/Protokol N2 26.05.21.pdf,{},нет признаков,0,pdf
dataset3/Protokol_6_06.09.2023.pdf,"{""обычные"": 9, ""специальные"": 1}",УЗ-1,10,pdf
dataset3/Свидетельство 42.03.02.pdf,{},нет признаков,0,pdf
dataset3/П190-ОД.pdf,{},нет признаков,0,pdf
dataset3/Копия Сведения о доходах ректора ФГАОУ ВО ЮФУ 2021г.xls,"{""обычные"": 6}",УЗ-3,6,xls
dataset3/web_pril.pdf,"{""обычные"": 4}",УЗ-4,4,pdf
dataset3/P148.pdf,{},нет признаков,0,pdf
dataset3/Свидетельство 43.03.01.pdf,{},нет признаков,0,pdf
dataset3/d1e7a0684a9e51c599fb223264e96189.pdf,"{""обычные"": 8, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,10,pdf
dataset3/teor_gos.pdf,{},нет признаков,0,pdf
dataset3/standing order about Scientific research institute  of Physics.pdf,"{""обычные"": 5, ""биометрические"": 1}",УЗ-1,6,pdf
dataset3/020303_B_3_18092017.pdf,{},нет признаков,0,pdf
dataset3/100_bak_Urmosh.docx,{},нет признаков,0,docx
dataset3/8. Индексация Расп РФ.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/elibrary_26561301_36954629.pdf,{},нет признаков,0,pdf
dataset3/РАС557-Р.pdf,{},нет признаков,0,pdf
dataset3/Свидетельство 47.04.01.pdf,{},нет признаков,0,pdf
dataset3/П83-ОД_28.04.2020.pdf,{},нет признаков,0,pdf
dataset3/Prilojenie_1_6 .pdf,{},нет признаков,0,pdf
dataset3/44.03.03_ОС_Спец.(деф.)обр_compressed.pdf,{},нет признаков,0,pdf
dataset3/progr_bzhd_2025.pdf,{},нет признаков,0,pdf
dataset3/sved_o_d_f_k_2014.docx,"{""обычные"": 4, ""специальные"": 1}",УЗ-1,5,docx
dataset3/Согласие законного представителя.docx,"{""обычные"": 2}",УЗ-4,2,docx
dataset3/П6461.pdf,{},нет признаков,0,pdf
dataset3/FCP_competitions-notice.rtf,"{""обычные"": 1}",УЗ-4,1,rtf
dataset3/4_Intelligent_and_High-tech_materials.pdf,{},нет признаков,0,pdf
dataset3/RFFI-04.02.2021.pdf,{},нет признаков,0,pdf
dataset3/П60-ОД_дополнение в ОС_compressed.pdf,{},нет признаков,0,pdf
dataset3/P605.pdf,{},нет признаков,0,pdf
dataset3/П1368 07.03.01 Архитектура.pdf,{},нет признаков,0,pdf
dataset3/katalog_app_baki.pdf,{},нет признаков,0,pdf
dataset3/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%BE%D1%82%D1%87%D1%91%D1%82%202023.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/060301_B_3_23082020.pdf,{},нет признаков,0,pdf
dataset3/spd.docx,"{""обычные"": 77, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,79,docx
dataset3/P1657.pdf,{},нет признаков,0,pdf
dataset3/ОС_10.04.01.pdf,{},нет признаков,0,pdf
dataset3/44.04.01_innov.pdf,"{""обычные"": 3}",УЗ-4,3,pdf
dataset3/П166-ОД_10.04.2025.pdf,{},нет признаков,0,pdf
dataset3/KCP_bs_2025.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/П727 Стоимость обучения в колледже СПО 2.pdf,{},нет признаков,0,pdf
dataset3/Poryadok_2017_2.pdf,{},нет признаков,0,pdf
dataset3/himiya_ino.pdf,"{""обычные"": 1}",УЗ-4,1,pdf
dataset3/politika-obrabotki-dannyh-tassru.docx,"{""обычные"": 7, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,9,docx
dataset3/%D0%B7%D0%B0%D1%8F%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BD%D0%B0%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%B8%D0%B5%20%D0%B2%20%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B5%20%D0%BE%D0%B1%D0%BC%D0%B5%D0%BD%D0%B0.docx,"{""обычные"": 1}",УЗ-4,1,docx
dataset3/osn_fin.pdf,{},нет признаков,0,pdf
dataset3/Instr_test_2024.pdf,"{""обычные"": 3}",УЗ-4,3,pdf
dataset3/Свидетельство 44.03.02.pdf,{},нет признаков,0,pdf
dataset3/ОС_07.03.01.pdf,{},нет признаков,0,pdf
dataset3/Свидетельство ПОА 12.04.01.pdf,{},нет признаков,0,pdf
dataset3/5487d8240beaf469a1a10ee370749263.pdf,"{""обычные"": 8, ""специальные"": 1}",УЗ-1,9,pdf
dataset3/polojenie_IUES.pdf,{},нет признаков,0,pdf
dataset3/rasp_prezRF.pdf,"{""обычные"": 5}",УЗ-3,5,pdf
dataset3/Свидетельство 40.03.01.pdf,{},нет признаков,0,pdf
dataset3/r604_11.06.2024.pdf,{},нет признаков,0,pdf
dataset3/Prikaz 339-OD 29.09.2015.pdf,{},нет признаков,0,pdf
dataset3/2_6_6_Nanotechnology_and_nanomaterials.pdf,{},нет признаков,0,pdf
dataset3/soglasie_leadplan.pdf,"{""обычные"": 9, ""государственные"": 2, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,13,pdf
dataset3/Pr671_04.04.2024.pdf,{},нет признаков,0,pdf
dataset3/ph.pdf,"{""обычные"": 5}",УЗ-3,5,pdf
dataset3/П1071.pdf,{},нет признаков,0,pdf
dataset3/Applied_problems_and_basic_technologies-info.pdf,{},нет признаков,0,pdf
dataset3/44.03.02_ОС_Псих.пед.обр._compressed.pdf,{},нет признаков,0,pdf
dataset3/p2914_26.12.2024.pdf,{},нет признаков,0,pdf
dataset3/РАС_494-Р индексация Иностранных обучающихся.pdf,{},нет признаков,0,pdf
dataset3/Свидетельство 40.04.01_Гражданское право.pdf,{},нет признаков,0,pdf
dataset3/Metod_Rek_Rating2015.pdf,{},нет признаков,0,pdf
dataset3/Свидетельство 40.04.01_Муниципальное право.pdf,{},нет признаков,0,pdf
dataset3/P986.pdf,{},нет признаков,0,pdf
dataset3/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%BE%D1%82%D1%87%D1%91%D1%82%202021.pdf,"{""обычные"": 6, ""специальные"": 1}",УЗ-1,7,pdf
dataset3/sved_o_d_gb_2015.xls,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,xls
dataset3/28.04.01_t.pdf,{},нет признаков,0,pdf
dataset3/Свидетельство ПОА 03.04.02.pdf,{},нет признаков,0,pdf
dataset3/20.04.01.pdf,{},нет признаков,0,pdf
dataset3/14-2042.pdf,{},нет признаков,0,pdf
dataset3/1663 от 27.12.2016.pdf,{},нет признаков,0,pdf
dataset3/%D0%98%D0%90_%D0%9E%D1%82%D1%87%D0%B5%D1%82_%D0%A1%D0%9E%D0%A3%D0%A2_14.05.2024_%D1%81%D0%B6%D0%B0%D1%82%D1%8B%D0%B9.pdf,{},нет признаков,0,pdf
dataset3/070304_B_3_29062017.pdf,{},нет признаков,0,pdf
dataset3/П198-ОД 09.04.04.pdf,{},нет признаков,0,pdf
dataset3/emir-frandt-request-for-proposal.pdf,"{""обычные"": 3}",УЗ-4,3,pdf
dataset3/П247.pdf,"{""обычные"": 6, ""государственные"": 1, ""биометрические"": 1}",УЗ-1,8,pdf
dataset3/1_Fundamentals_of_agricultural_and_environmental_biotechnology.pdf,{},нет признаков,0,pdf
dataset3/P383-OD_NIIRTPU.pdf,{},нет признаков,0,pdf
dataset3/P590.pdf,{},нет признаков,0,pdf
dataset3/07.04.01.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/IT-1-L01_Introduction.pdf,{},нет признаков,0,pdf
dataset3/5.3.2.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/PROGRAMMA%20FESTIVAL.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/pfhd_2024_02.pdf,"{""обычные"": 6, ""государственные"": 1, ""специальные"": 1}",УЗ-1,8,pdf
dataset3/24n.pdf,{},нет признаков,0,pdf
dataset3/P687_29.04.20.pdf,{},нет признаков,0,pdf
dataset3/Nanoscale_Structure_of_Materials.pdf,{},нет признаков,0,pdf
dataset3/P88-OD_INEP.pdf,{},нет признаков,0,pdf
dataset3/Azov_conf-buklet.pdf,{},нет признаков,0,pdf
dataset3/izveshenie_014.pdf,"{""обычные"": 5}",УЗ-3,5,pdf
dataset3/inostr_ino2.pdf,{},нет признаков,0,pdf
dataset3/Ustav2019.pdf,{},нет признаков,0,pdf
dataset3/Schools_of_sciences-info.pdf,{},нет признаков,0,pdf
dataset3/Prikaz-1846.pdf,{},нет признаков,0,pdf
dataset3/44.04.01_MELT.pdf,{},нет признаков,0,pdf
dataset3/DGTU-conference-programm.rtf,"{""обычные"": 1}",УЗ-4,1,rtf
dataset3/wipo-dstu_seminar-info.pdf,{},нет признаков,0,pdf
dataset3/Свидетельство ПОА 11.04.01.pdf,{},нет признаков,0,pdf
dataset3/П212-ОД 37.05.02_0.pdf,{},нет признаков,0,pdf
dataset3/Congreso_Anexos_rus_2025.docx,"{""обычные"": 2}",УЗ-4,2,docx
dataset3/П1364 54.03.02 ДПИ.pdf,{},нет признаков,0,pdf
dataset3/pril8.2Licen_29.01.16.pdf,{},нет признаков,0,pdf
dataset3/Свидетельство 40.04.01_Уголовная юстиция.pdf,{},нет признаков,0,pdf
dataset3/Сведения о доходах врио ректора ФГАОУ ВО ЮФУ 2018.xls,"{""обычные"": 5}",УЗ-3,5,xls
dataset3/П1152.pdf,{},нет признаков,0,pdf
dataset3/118.pdf,{},нет признаков,0,pdf
dataset3/030302_B_3_31082020.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/polozhenie_o_thesis_2024.pdf,"{""обычные"": 5, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,7,pdf
dataset3/П71-ОД_37.04.01 Психология.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D1%8F%20%D0%92%D0%90%D0%9A%2032-1-%D0%BD%D1%81%20%D0%BE%D1%82%2010.12.2021.pdf,{},нет признаков,0,pdf
dataset3/eko_geo.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/CT_RB_2025.pdf,"{""обычные"": 5}",УЗ-3,5,pdf
dataset3/sport_sover.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/mc201205.pdf,"{""обычные"": 20, ""специальные"": 1}",УЗ-1,21,pdf
dataset3/Rasporiagenie-1129-p.pdf,{},нет признаков,0,pdf
dataset3/6b588aa921ec0008657cb728cfce508d.pdf,"{""обычные"": 8, ""специальные"": 1}",УЗ-1,9,pdf
dataset3/Protokol_20.pdf,"{""обычные"": 6, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,8,pdf
dataset3/Согласие_ПДн_(map.ncpti.ru).rtf,"{""обычные"": 18, ""государственные"": 2}",УЗ-2,20,rtf
dataset3/anketa_dpo_2023.docx,"{""обычные"": 1}",УЗ-4,1,docx
dataset3/Свидетельство 41.04.01.pdf,{},нет признаков,0,pdf
dataset3/ОС_01.03.03.pdf,{},нет признаков,0,pdf
dataset3/5.7.2.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/polozhenie_econom.pdf,"{""обычные"": 5, ""биометрические"": 1}",УЗ-1,6,pdf
dataset3/Otchet_2013.pdf,"{""обычные"": 5}",УЗ-3,5,pdf
dataset3/P812_18.04.2024.pdf,{},нет признаков,0,pdf
dataset3/ОС_12.04.04.pdf,{},нет признаков,0,pdf
dataset3/Свидетельство ПОА 01.04.01.pdf,{},нет признаков,0,pdf
dataset3/5.5.2.pdf,"{""обычные"": 5, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,7,pdf
dataset3/Согласие участника конкурса.docx,"{""обычные"": 2}",УЗ-4,2,docx
dataset3/1_2_1_Mathematical_and_natural_science_foundations_of_artificial.pdf,{},нет признаков,0,pdf
dataset3/533.pdf,{},нет признаков,0,pdf
dataset3/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F_%D0%9C%D0%A4%D0%A6.pdf,"{""обычные"": 3}",УЗ-4,3,pdf
dataset3/П73-ОД_37.05.02_Психология служ деят.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/geo.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/osn_serv.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/%D0%9F%D0%A4%D0%A5%D0%94%202022%20%20%20%D0%B8%D1%81%D1%85%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9%20%D1%81%20%D0%BE%D1%82%D1%82%D0%B8%D1%81%D0%BA%D0%BE%D0%BC.pdf,"{""обычные"": 6, ""государственные"": 1, ""специальные"": 1}",УЗ-1,8,pdf
dataset3/2.0 Как найти уникальный номер поступающего.pdf,{},нет признаков,0,pdf
dataset3/P639.pdf,{},нет признаков,0,pdf
dataset3/Problems.docx,{},нет признаков,0,docx
dataset3/Competitions_list_August-2017-info.pdf,{},нет признаков,0,pdf
dataset3/Ранжированные списки (по итогам апелляций).pdf,"{""обычные"": 5}",УЗ-3,5,pdf
dataset3/7l786rg9llt2odfq9u9zmrwunkk3k3q7.pdf,"{""обычные"": 3}",УЗ-4,3,pdf
dataset3/Prikaz-876_Magistracy.pdf,{},нет признаков,0,pdf
dataset3/izveshenie-015.pdf,"{""обычные"": 3}",УЗ-4,3,pdf
dataset3/2.3.1.pdf,"{""обычные"": 3}",УЗ-4,3,pdf
dataset3/arh_komp.pdf,"{""обычные"": 3}",УЗ-4,3,pdf
dataset3/P374_12.03.20.pdf,{},нет признаков,0,pdf
dataset3/П1352 О стоимости в 2022_23гг 2х и последующих курсов.pdf,{},нет признаков,0,pdf
dataset3/prot15-17-04-2015.pdf,{},нет признаков,0,pdf
dataset3/%D0%9F320-%D0%9E%D0%94_%D0%9F%D1%80%D0%BE%D1%84%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5_%D0%AE%D0%A4%D0%A3.pdf,"{""обычные"": 5, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,7,pdf
dataset3/geolog.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/dog_pril17.pdf,{},нет признаков,0,pdf
dataset3/3_Fundamentals_of_navigation_and_communication_control_systems.pdf,{},нет признаков,0,pdf
dataset3/quartile_define.pdf,{},нет признаков,0,pdf
dataset3/mash_ob.pdf,"{""обычные"": 5}",УЗ-3,5,pdf
dataset3/NIR_report-info.pdf,{},нет признаков,0,pdf
dataset3/c50dea3311d9c12cf6e941d47f574300.pdf,"{""обычные"": 8, ""специальные"": 1}",УЗ-1,9,pdf
dataset3/П-197_20_02_2019.pdf,{},нет признаков,0,pdf
dataset3/46.04.01.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/katalog_app_magistri.pdf,{},нет признаков,0,pdf
dataset3/%D0%9F112-%D0%9E%D0%94_%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0%20%D0%B2%D0%BE%D1%81%D0%BF%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/r759_15.07.2024.pdf,{},нет признаков,0,pdf
dataset3/РАС180-р_26.02.2025.pdf,{},нет признаков,0,pdf
dataset3/2.3.6.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/RuCodeFestival-info.pdf,{},нет признаков,0,pdf
dataset3/44.04.01_rukov.pdf,"{""обычные"": 6}",УЗ-3,6,pdf
dataset3/Competitions_RFFI_list-2018_04.12-info.pdf,{},нет признаков,0,pdf
dataset3/prikaz_N_1022_ot_21.11.2018_.pdf,{},нет признаков,0,pdf
dataset3/5.5.1.pdf,"{""обычные"": 5, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,7,pdf
dataset3/070301_B_3_29062017.pdf,{},нет признаков,0,pdf
dataset3/110403_M_3_13102017.pdf,{},нет признаков,0,pdf
dataset3/P902.pdf,{},нет признаков,0,pdf
dataset3/1C_University-publications_and_scientific_action_counting-instruction.pdf,{},нет признаков,0,pdf
dataset3/r497_20.05.2024.pdf,{},нет признаков,0,pdf
dataset3/050302_B_3_23082020.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/osn_bio.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/27.03.03 Системный аналих и управление.pdf,{},нет признаков,0,pdf
dataset3/%D0%A0%D0%90%D0%A1%D0%9F211-%D1%80%20%20%D0%B0%D0%BA%D1%82%D1%83%D0%B0%D0%BB%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F%20%20%D0%B4%D0%BE%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D0%BE%D0%B2_0.pdf,"{""обычные"": 3}",УЗ-4,3,pdf
dataset3/П237-ОД 44.04.01.pdf,{},нет признаков,0,pdf
dataset3/28_03_01.pdf,{},нет признаков,0,pdf
dataset3/Декларация Учкекен 2016г.xls,"{""обычные"": 2, ""специальные"": 1}",УЗ-1,3,xls
dataset3/Свидетельство ПОА 27.04.04.pdf,{},нет признаков,0,pdf
dataset3/5776_28_95fdcc53bcbe0af1e40685a74fe55ce6.pdf,{},нет признаков,0,pdf
dataset3/izo.pdf,"{""обычные"": 5}",УЗ-3,5,pdf
dataset3/russ.pdf,{},нет признаков,0,pdf
dataset3/P1355_11.06.2024.pdf,{},нет признаков,0,pdf
dataset3/progr_ee_2025.pdf,{},нет признаков,0,pdf
dataset3/%D0%A0%D0%90%D0%A1_95-%D1%80%20%D0%9F%D1%80%D0%B5%D1%81%D1%82%D0%B8%D0%B6%20%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BE%D0%B4%D0%B0%D1%82%D0%B5%D0%BB%D0%B5%D0%B9.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/120404_M_3_11102017.pdf,{},нет признаков,0,pdf
dataset3/%D0%90%D1%80%D1%82%D0%B5%D0%BC%20%D0%A8%D0%B0%D0%B4%D1%80%D0%B8%D0%BD.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/1.5.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/Folleto_cursos_ruso1.pdf,"{""обычные"": 5}",УЗ-3,5,pdf
dataset3/elibrary_25302434_33897683.pdf,{},нет признаков,0,pdf
dataset3/report_07112022.pdf,"{""обычные"": 7, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,9,pdf
dataset3/Svidetelstvo_2018_pril1.pdf,{},нет признаков,0,pdf
dataset3/P1505.pdf,{},нет признаков,0,pdf
dataset3/Prilogenie_Structural_division-report_form.rtf,"{""обычные"": 1}",УЗ-4,1,rtf
dataset3/resh_minobr_19082002.pdf,{},нет признаков,0,pdf
dataset3/6%20%D1%88%D0%B0%D0%B3%D0%BE%D0%B2%20%D0%A0%D0%9E%D0%A1%D0%A1%D0%98%D0%AF.pdf.pdf,{},нет признаков,0,pdf
dataset3/Свидетельство 43.04.02.pdf,{},нет признаков,0,pdf
dataset3/%D0%9F182-%D0%9E%D0%94%2044.04.02.pdf,{},нет признаков,0,pdf
dataset3/П167-ОД 37.04.01_0.pdf,{},нет признаков,0,pdf
dataset3/poriadok_otbora.pdf,"{""обычные"": 1}",УЗ-4,1,pdf
dataset3/П67-ОД.pdf,{},нет признаков,0,pdf
dataset3/5.2.4.pdf,"{""обычные"": 6, ""специальные"": 1}",УЗ-1,7,pdf
dataset3/П1040 об индексации в 2021.pdf,{},нет признаков,0,pdf
dataset3/Свидетельство ПОА 21.04.02.pdf,{},нет признаков,0,pdf
dataset3/5.9.8.pdf,"{""обычные"": 5}",УЗ-3,5,pdf
dataset3/5.8.1.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/ОС_03.03.03.pdf,{},нет признаков,0,pdf
dataset3/Pologenie_ob_ISiR-YUFU.pdf,{},нет признаков,0,pdf
dataset3/KGU_conf-info.pdf,{},нет признаков,0,pdf
dataset3/Свидетельство 43.03.02.pdf,{},нет признаков,0,pdf
dataset3/2.2.12.pdf,{},нет признаков,0,pdf
dataset3/2025Правила%20приёма%202025.26.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset3/Реестровая выписка л_22.08.25.pdf,"{""обычные"": 41, ""государственные"": 2, ""специальные"": 1}",УЗ-1,44,pdf
dataset3/pol_afkis.pdf,{},нет признаков,0,pdf
dataset3/sved_o_d_f_v_2014.doc,{},нет признаков,0,doc
dataset3/П1365 07.03.04 Градостроительство.pdf,{},нет признаков,0,pdf
dataset3/%D0%A0764.pdf,{},нет признаков,0,pdf
dataset3/100401_M_3_19022021.pdf,{},нет признаков,0,pdf
dataset3/RFFI_Director-letter.pdf,{},нет признаков,0,pdf
dataset3/П946-ассистентура стажировка в 2021.pdf,{},нет признаков,0,pdf
dataset3/prikaz_10n_ot_26.07.2018.pdf,{},нет признаков,0,pdf
dataset3/pr8_19042013.pdf,{},нет признаков,0,pdf
dataset3/2190-4286-12-49-S1.pdf,"{""обычные"": 1}",УЗ-4,1,pdf
dataset3/ph_ino.pdf,"{""обычные"": 5}",УЗ-3,5,pdf
